dc:identifier,dc:name,ayto:url_imagen,dc:description,ayto:descrip_es,ayto:descrip_en,ayto:direccion,ayto:telefono,ayto:email,ayto:website,ayto:blog,ayto:facebook,ayto:twitter,ayto:googlePlus,ayto:instagram,ayto:longitud,ayto:latitud,ayto:id_categoria,ayto:categoria,ayto:ico_categoria,ayto:accesible,ayto:fecha_modificacion,dc:modified,uri
BAR3116,Vermutería-Restaurante La Llosa,http://ar.smartsantander.eu/butler/server/photos/3116.jpg,"Restaurante especializado en raciones entre las que destacan los rejos y los productos de casquería.\n\nTípico es también el cocido lebaniego\, que debe ser encargado\, y el vermut.\n\nLa Vermutería-Res","Restaurante especializado en raciones entre las que destacan los rejos y los productos de casquería.\n\nTípico es también el cocido lebaniego\, que debe ser encargado\, y el vermut.\n\nSe ubica en una calle perpendicular a la calle San Fernando. ",,Calle Mies del Valle nº 1,942234608,lallosavermuteria@gmail.com,,,http://www.facebook.com/vermuterialallosa,,https://plus.google.com/104275565656607208769,,-3.8225566701429443,43.46037083756209,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-08-13T12:21:39.000Z,2017-10-31T15:02:07.593Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3116.csv
BAR3115,La Jarra,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,"C/ Montevideo 27\, Santander",942035849,,,,,,,," -3.8260718122863864",43.45649223678279,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-07-20T09:19:28.000Z,2017-10-31T15:02:07.593Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3115.csv
BAR3106,Castilla 23,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,Calle Castilla 23,942228100,,,,,,,," -3.8126071230316256",43.45738006551127,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-07-20T09:18:43.000Z,2017-10-31T15:02:07.593Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3106.csv
BAR3104,Restaurante Casa Saldaña,http://ar.smartsantander.eu/butler/server/photos/3104.jpg,Restaurante de comida casera especializada en carnes y comida castellana. Bajo encargo se preparan platos y menús recoger. Dispone de terraza cubierta.,"Restaurante de comida casera especializada en carnes y comida castellana. En su carta además se presentan raciones para picar. \n\nEn Casa Saldaña se prepara lechazo asado\, pollos asados y rellenos\, y cualquier ración o menú que se desee preparado para recoger y llevar (siempre previo encargo)\n\nEl local dispone de terraza cubierta.",,"Calle María Cristina nº 1A ",942212060,sarafrancomonge@hotmail.com,,,https://www.facebook.com/restaurantecasasaldana,,,,-3.808408580421087,43.46610052026187,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-08-13T12:15:05.000Z,2017-10-31T15:02:07.593Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3104.csv
BAR3097,Bar Caracas,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,," Trav. Bajada Caleruco\, 2"," 942 355 794 ",,,,,,,," -3.830148769989023",43.46156203077361,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-07-20T09:17:08.000Z,2017-10-31T15:02:07.593Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3097.csv
BAR3095,Bar Canela,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"Céntrico Bar de la Plaza de Cañadío que ofrece música en vivo\, proyección de cortometrajes y microte","Céntrico Bar de la Plaza de Cañadío que ofrece música en vivo\, proyección de cortometrajes y microteatro.",,Plaza de Cañadío 5,,,,,https://www.facebook.com/barcanela.canadio,,,," -3.8018782869720553",43.463320005230656,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-07-20T09:16:56.000Z,2017-10-31T15:02:07.593Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3095.csv
BAR3092,Pub La Gramola,https://farm8.staticflickr.com/7463/15876587902_1fcfdc4ed9.jpg,,,,"C/ Río de la Pila\, 25\, Santander",942036360,,,,https://es-es.facebook.com/LAGRAMOLASANTANDER,,,," -3.804936005249033",43.465354363689144,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-06-15T07:40:38.000Z,2017-10-31T15:02:07.593Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3092.csv
BAR3089,La Gatera,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,Bar de cócteles,,,"C/ Cisneros\, 87",942078897,,,,https://es-es.facebook.com/pages/Pub-La-gatera/182531991793053,,,," -3.8193797007942294",43.462063340992316,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-07-17T12:19:32.000Z,2017-10-31T15:02:07.593Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3089.csv
BAR3088,La Fuente de Leo,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,El nuevo cafe bar de moda,"Desayuno\, Almuerzo\, Cena\, Café y Bebidas",,"C/ Cisneros\, 54",942396448,lafuentedeleo@gmail.com,,,https://www.facebook.com/pages/La-fuente-de-Leo/639531132740276?hc_location=timeline,,,," -3.8150506154441928",43.46314090053728,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-07-17T12:19:05.000Z,2017-10-31T15:02:07.593Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3088.csv
BAR3087,Bar La Frontera,https://farm9.staticflickr.com/8598/15874716501_832199fcef.jpg,"Sitio con ambiente agradable\, donde se realizan todo tipo de eventos\, fiestas\, conciertos\, etc.","Sitio con ambiente agradable y jardín estupendo\, donde se realizan todo tipo de eventos\, fiestas\, conciertos\, etc",,"C/ Jorge Sepulveda\, 9",942394979,,,,https://es-es.facebook.com/pages/LA-FRONTERA/131497976880033,,,," -3.8114323154831027",43.47419962008886,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-06-15T07:39:37.000Z,2017-10-31T15:02:07.593Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3087.csv
BAR3085,La Finca Bar,https://farm8.staticflickr.com/7576/15689200158_d745f3908c.jpg,,,,"Río de la Pila\, 26\, Santander",,lafincasantander@hotmail.com,,,https://es-es.facebook.com/lafinca.barsantander,,,," -3.804831399097452",43.46544196610441,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-06-15T07:38:01.000Z,2017-10-31T15:02:07.593Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3085.csv
BAR3084,La Marina Company,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,Restaurante para comidas y cenas con cocina tradicional y comida casera bien presentada. Sus pescados son de la lonja de Laredo. Tiene menú del día. Próximo a Puertochico.,"Restaurante para comidas y cenas que ofrece una cocina tradicional con toques creativos elaborada con productos de la lonja de Laredo.\n\nTiene menú del día.\n\nTodo ello en el centro\, próximo a Puertochico.\n",mj,Calle Bonifaz nº 19,942035119,,,,,,,,-3.7970978394922667,43.46418380433327,9,Restaurantes,,0,2016-02-23T11:20:15.000Z,2017-10-31T15:02:07.593Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3084.csv
BAR3079,Bar La Conchita,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,Calle Honduras 20,942310903,,,,,,,," -3.8011728660011386",43.46988616204,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-07-17T12:15:49.000Z,2017-10-31T15:02:07.593Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3079.csv
BAR3077,Café&Pub La Comedia,https://farm8.staticflickr.com/7489/15875005982_5f79db2641.jpg,"lugar donde reunirte con los colegas para ver fútbol\, charlar tranquilamente y tomarte las copas ","El mejor lugar donde reunirte con los colegas para ver fútbol\, charlar tranquilamente y tomarte las copas mejor preparadas.",,Calle Perines 19,636 66 35 29,,http://publacomedia.wordpress.com/,,https://www.facebook.com/cafepublacomedia?rf=393318434055974,https://twitter.com/PubLaComedia,,," -3.8223542705917453",43.461110361308144,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-07-17T08:39:56.000Z,2017-10-31T15:02:07.593Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3077.csv
BAR3076,Pub La Columna,https://farm9.staticflickr.com/8640/15875643235_56f7b27c4a.jpg,,,,Calle Pancho Cossío,,,,,https://www.facebook.com/lacolumnacanadio.santander,,,," -3.8013472095871066",43.46338814274643,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-06-15T07:37:12.000Z,2017-10-31T15:02:07.593Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3076.csv
CAF106,Gran Café de Santander,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,,942763472,,,,https://es-es.facebook.com/pages/Gran-Cafe-De-Santander/255463547812109,,,," -3.841988040580759",43.438931577478826,10,Cafeterías,,1,2015-07-17T09:01:51.000Z,2017-10-31T15:02:07.592Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/caf106.csv
BAR3153,Café-Bar Menéndez Pelayo,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,"Café- Bar Menéndez Pelayo nº 9\, 39006\, Santander",,,,,,,,," -3.7987293735885714",43.46539329811153,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-08-12T07:28:38.000Z,2017-10-31T15:02:07.592Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3153.csv
BAR3151,La Tintoría del Quebec,http://ar.smartsantander.eu/butler/server/photos/3151.jpg,"Quebec es una red de franquicias que ofrece pinchos\, ensaladas\, hamburguesas\, sándwiches entrantes y sartenes. Dispone además de carta de productos para llevar.","Quebec es una red de franquicias que cuenta actualmente con 6 establecimientos.\n\nCon una carta compuesta por más de 50 pinchos\, ensaladas\, hamburguesas\, sándwiches entrantes y sartenes\, dispone de carta de productos para llevar.   ",,Plaza de las Cervezas nº 16,942233373,info@pinchosquebec.com,http://www.pinchosquebec.com/,,https://es-es.facebook.com/pinchosquebec,,,,-3.819589824956779,43.46097798010952,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2016-02-23T13:44:05.000Z,2017-10-31T15:02:07.592Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3151.csv
BAR3150,La Tienduca,https://farm8.staticflickr.com/7560/15991418275_9f95a1b2ac.jpg,Local con estilo de principios de sigloe,"Desde 1921. Local con estilo de principios de siglo. Sesiones de vinilo. (Soul\, jazz\, funk\,...) Prueba nuestros cócteles.",,"C/ Río de la Pila 17\, Santander",626708888,,,,https://www.facebook.com/latienduca,,,," -3.8044773475074862",43.464513374043484,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-07-20T11:32:39.000Z,2017-10-31T15:02:07.592Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3150.csv
BAR3148,La Tasca de Pedro,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"Restaurante de comida tradicional y casera  situado en la calle Floranes\, a la altura de la Plaza de las Cervezas.","Restaurante de comida tradicional y casera  situado en la calle Floranes\, a la altura de la Plaza de las Cervezas.",mj,Calle Floranes nº13,942372913,,,,,,,,-3.8197280661141803,43.46142850883696,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-08-13T08:39:23.000Z,2017-10-31T15:02:07.592Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3148.csv
BAR3144,La Taberna de Quebec,http://ar.smartsantander.eu/butler/server/photos/3144.jpg,"Quebec es una red de franquicias que ofrece pinchos\, ensaladas\, hamburguesas\, sándwiches entrantes y sartenes. Dispone además de carta de productos para llevar.   ","Quebec es una red de franquicias que cuenta actualmente con 6 establecimientos.\n\nCon una carta compuesta por más de 50 pinchos\, ensaladas\, hamburguesas\, sándwiches entrantes y sartenes\, dispone de carta de productos para llevar.   ",,Calle Ataúlfo Argenta nº 35,942363905,info@pinchosquebec.com,http://www.pinchosquebec.com,,https://es-es.facebook.com/pinchosquebec,,,,-3.7985577122116183,43.462832184760934,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2016-02-23T13:06:56.000Z,2017-10-31T15:02:07.592Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3144.csv
BAR3143,La Taberna de Paco,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,Restaurante situado en la calle Fernández de Isla que sirve carnes y pescados en un entorno tradicional y con estilo casero.\n,"Restaurante situado en la calle Fernández de Isla\, calle paralela a la céntrica Jesús de Monasterio. \n\nSe sirven carnes y pescados en un entorno tradicional y con estilo casero.\n",,Calle Fernández de Isla  nº 11,942221013,,,,,,,,-3.814417010603279,43.461110780035874,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2016-02-23T13:03:26.000Z,2017-10-31T15:02:07.592Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3143.csv
BAR3142,La Sotuca,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,"Paseo del General Dávila 45\, 39006 Santander",942314720,,,,,,,," -3.8029726282501315",43.46751129290529,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-07-20T11:29:35.000Z,2017-10-31T15:02:07.592Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3142.csv
BAR3136,Bar Concorde,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,Bjda Encina. 1,942277221,,,,,,,," -3.79189778722764",43.46863255422267,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-07-20T11:28:38.000Z,2017-10-31T15:02:07.592Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3136.csv
BAR3133,Bar Chupi-Terraza/Restaurante,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,Local con terraza próximo a las playas del Sardinero. Ideal para picar y comer comida casera de su carta.Es típico su vino con sabor a coco y sus rabas.,"Local con terraza próximo a las playas del Sardinero. Ideal para picar y comer comida casera de su carta.\n\nEs típico su vino con sabor a coco y sus rabas. ",,Avenida de los Castros nº 14,942038506,javierpuenterueda@gmail.com,http://www.barchupi.com/,,,,https://plus.google.com/102307101931354935394/,,-3.787093575333415,43.47365294074253,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2016-02-24T10:24:15.000Z,2017-10-31T15:02:07.592Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3133.csv
BAR3132,Bar Valle,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,Calle Fernando de los Ríos 2,942 275 494,,,,,,,," -3.7916402951622104",43.46936642406603,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-07-30T08:10:16.000Z,2017-10-31T15:02:07.592Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3132.csv
BAR3131,Centro Cultural Renfe,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,"Calle Sixto Obrador\, 1",,,,,,,,," -3.8339896932983493",43.4540856880977,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-07-20T11:23:02.000Z,2017-10-31T15:02:07.592Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3131.csv
BAR3130,Sidrería Cachopo (Centro Asturiano),http://ar.smartsantander.eu/butler/server/photos/3130.jpg,"Local de gastronomía asturiana de marcado carácter tradicional. Tiene menú de día con 12 primeros y 12 segundos\, además de una carta completa.  \n","Local de gastronomía asturiana de marcado carácter tradicional. \n\nTiene menú de día con 12 primeros y 12 segundos\, además de una carta completa con platos de cuchara\, raciones\, tablas\, carnes y pescados a la parrilla\, ensaladas\, y su especialidad: los tortos.\n\nEl local\, decorado con madera\, tiene comedores privados y el principal con capacidad para más de 75 personas.",,Calle Peñas Redondas 17,942370416,casturcan@gmail.com,,,https://www.facebook.com/sidreriacachopo,,,,-3.8169031098503865,43.46250993479684,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2016-02-23T12:40:07.000Z,2017-10-31T15:02:07.592Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3130.csv
BAR3128,Sindicato Cantabro de Asalariados del Transporte,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,"C/ Santa Clara 3\, Santander",942224886,,,,,,,," -3.807580663337717",43.46242642327348,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-07-30T09:20:06.000Z,2017-10-31T15:02:07.592Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3128.csv
BAR3127,La Rincuenca,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,Cervecería,,,Paseo del General Dávila 140,942313303,,,,,,,," -3.8071407810592746",43.46749182637922,4," Bares",http://static.freepik.com/foto-gratis/alimentos-japon_318-30812.png,0,2015-07-30T08:42:54.000Z,2017-10-31T15:02:07.592Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/bar3127.csv
